Date,Game,Games_Calc,Games_Calc_(avg_earnings),Subset_Game_Labels,Earnings,Players,Tournaments
6/1/2018,TrackMania 2: Stadium,Others,Others,Others,2589.63,15,3
6/1/2018,Street Fighter V: Arcade Edition,Others,Others,Others,2500,8,1
6/1/2018,Splatoon 2,Others,Others,Others,2000,0,1
6/1/2018,Project M,Others,Others,Others,1710,9,2
6/1/2018,Battalion 1944,Others,Others,Others,1290.79,0,2
6/1/2018,Pokkén Tournament DX,Others,Others,Others,1000,4,1
6/1/2018,Team Fortress 2,Others,Others,Others,1000,27,1
6/1/2018,Age of Empires III,Others,Others,Others,550,5,3
6/1/2018,Super Smash Bros. Brawl,Others,Others,Others,200,3,1
6/1/2018,Age of Mythology,Others,Others,Others,145,5,2
7/1/2018,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,Top 10 Customers,2485740,337,15
7/1/2018,Fortnite,Fortnite,Fortnite,Top 10 Customers,2387370.12,219,26
7/1/2018,Arena of Valor,Arena of Valor,Arena of Valor,Top 10 Customers,2334560,118,3
7/1/2018,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,1992298.36,750,62
7/1/2018,Overwatch,Others,Others,Others,1703190.2,103,8
7/1/2018,Call of Duty: WWII,Others,Others,Others,706330,89,7
7/1/2018,League of Legends,League of Legends,League of Legends,Top 10 Customers,516346.85,408,16
7/1/2018,Street Fighter V: Arcade Edition,Others,Others,Others,374400.49,42,7
7/1/2018,Hearthstone,Others,Others,Others,332801.74,107,11
7/1/2018,Halo 5: Guardians,Others,Others,Others,256000,49,4
7/1/2018,Gears of War 4,Others,Others,Others,250000,58,1
7/1/2018,Pro Evolution Soccer 2018,Others,Others,Others,250000,15,2
7/1/2018,Heroes of the Storm,Others,Others,Others,201506.4,44,1
7/1/2018,Mobile Legends: Bang Bang,Others,Others,Others,191254.23,96,3
7/1/2018,Dota 2,Dota 2,Dota 2,Top 10 Customers,159330.91,148,10
7/1/2018,SMITE,Others,Others,Others,159000,75,3
7/1/2018,NBA 2K18,Others,Others,Others,150000,48,1
7/1/2018,Realm Royale,Others,Others,Others,133000,31,5
7/1/2018,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,132132.38,101,30
7/1/2018,Rocket League,Rocket League,Rocket League,Top 10 Customers,110797.31,82,14
7/1/2018,Clash Royale,Others,Others,Others,110000,24,2
7/1/2018,CrossFire,Others,Others,Others,109000,64,2
7/1/2018,Rainbow Six Siege,Rainbow Six Siege,Rainbow Six Siege,Top 10 Customers,101060.79,85,5
7/1/2018,Paladins,Others,Others,Others,100000,56,1
7/1/2018,World of WarCraft,Others,Others,Others,100000,31,1
7/1/2018,Brawlhalla,Others,Others,Others,36500,84,15
7/1/2018,Guns of Boom,Others,Others,Others,31000,0,4
7/1/2018,Gwent,Others,Others,Others,25000,8,1
7/1/2018,Super Smash Bros. for Wii U,Others,Others,Others,24207.64,77,19
7/1/2018,Injustice 2,Others,Others,Others,21160,13,2
7/1/2018,Super Smash Bros. Melee,Others,Others,Others,19734.96,70,14
7/1/2018,Dragon Ball FighterZ,Others,Others,Others,18947.74,13,4
7/1/2018,Age of Empires,Others,Others,Others,18630,37,7
7/1/2018,Tekken 7,Others,Others,Others,18124.46,27,7
7/1/2018,Killer Instinct (2013),Others,Others,Others,15830,8,1
7/1/2018,Quake Champions,Others,Others,Others,13440,36,20
7/1/2018,StarCraft: Remastered,Others,Others,Others,9625.31,12,4
7/1/2018,Battalion 1944,Others,Others,Others,7012.24,15,1
7/1/2018,Age of Empires II,Others,Others,Others,6418.4,18,7
7/1/2018,Chess.com,Others,Others,Others,4900,15,2
7/1/2018,Battlefield 4,Others,Others,Others,4524.96,30,1
7/1/2018,Heroes of Newerth,Others,Others,Others,4491.72,6,1
7/1/2018,Project M,Others,Others,Others,3933.71,23,4
7/1/2018,Yu-Gi-Oh! Duel Links,Others,Others,Others,3042.08,37,11
7/1/2018,TrackMania 2: Stadium,Others,Others,Others,1674.7,18,8
7/1/2018,osu!,Others,Others,Others,1620,18,1
7/1/2018,Guilty Gear Xrd REV 2,Others,Others,Others,1590,8,1
7/1/2018,Archangel Hellfire,Others,Others,Others,1500,6,3
7/1/2018,Marvel vs. Capcom: Infinite,Others,Others,Others,930,8,1
7/1/2018,Super Smash Bros.,Others,Others,Others,735.01,8,1
7/1/2018,FIFA 18,Others,Others,Others,417.56,2,2
7/1/2018,ARMS,Others,Others,Others,300,13,5
7/1/2018,Age of Mythology,Others,Others,Others,265,6,2
7/1/2018,World of Tanks Blitz,Others,Others,Others,0,0,1
8/1/2018,Dota 2,Dota 2,Dota 2,Top 10 Customers,25584943.71,191,12
8/1/2018,Fortnite,Fortnite,Fortnite,Top 10 Customers,4180707.15,432,28
8/1/2018,Call of Duty: WWII,Others,Others,Others,1500000,128,1
8/1/2018,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,1045596.94,1337,88
8/1/2018,Arena of Valor,Arena of Valor,Arena of Valor,Top 10 Customers,1013905.79,126,3
8/1/2018,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,Top 10 Customers,1004303.87,272,11
8/1/2018,NBA 2K18,Others,Others,Others,600000,48,1
8/1/2018,Overwatch,Others,Others,Others,490103.01,286,9
8/1/2018,League of Legends,League of Legends,League of Legends,Top 10 Customers,460269.27,342,18
8/1/2018,FIFA 18,Others,Others,Others,419742.69,25,4
8/1/2018,Rainbow Six Siege,Rainbow Six Siege,Rainbow Six Siege,Top 10 Customers,364545.22,110,4
8/1/2018,Heroes of the Storm,Others,Others,Others,270692,201,6
8/1/2018,Quake Champions,Others,Others,Others,263240,64,14
8/1/2018,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,198962.58,102,32
8/1/2018,Rocket League,Rocket League,Rocket League,Top 10 Customers,142356.32,168,38
8/1/2018,Realm Royale,Others,Others,Others,130000,26,4
8/1/2018,Street Fighter V: Arcade Edition,Others,Others,Others,115956,19,4
8/1/2018,Identity V,Others,Others,Others,55489.27,0,1
8/1/2018,Hearthstone,Others,Others,Others,52495.52,95,16
8/1/2018,Pokémon VGC,Others,Others,Others,51500,16,1
8/1/2018,Super Smash Bros. for Wii U,Others,Others,Others,40150,46,11
8/1/2018,Super Smash Bros. Melee,Others,Others,Others,37580,30,4
8/1/2018,WarCraft III,Others,Others,Others,36648.24,13,3
8/1/2018,Point Blank,Others,Others,Others,32466.52,20,2
8/1/2018,Dragon Ball FighterZ,Others,Others,Others,26442.2,9,2
8/1/2018,Team Fortress 2,Others,Others,Others,25661.68,105,5
8/1/2018,Tekken 7,Others,Others,Others,22857.17,24,5
8/1/2018,Gears of War 4,Others,Others,Others,20000,20,1
8/1/2018,Injustice 2,Others,Others,Others,14030,10,2
8/1/2018,BlazBlue: Cross Tag Battle,Others,Others,Others,12480,11,2
8/1/2018,Age of Empires,Others,Others,Others,9288,18,3
8/1/2018,CrossFire,Others,Others,Others,9000,50,1
8/1/2018,Age of Empires II,Others,Others,Others,8038,32,7
8/1/2018,Brawlhalla,Others,Others,Others,6970,50,10
8/1/2018,Guilty Gear Xrd REV 2,Others,Others,Others,6230,8,1
8/1/2018,Battalion 1944,Others,Others,Others,5000,10,1
8/1/2018,Super Smash Bros.,Others,Others,Others,4940,26,3
8/1/2018,Halo 5: Guardians,Others,Others,Others,4000,8,2
8/1/2018,Super Smash Bros. Brawl,Others,Others,Others,2190,11,2
8/1/2018,ARMS,Others,Others,Others,2013.5,22,9
8/1/2018,Archangel Hellfire,Others,Others,Others,1500,6,3
8/1/2018,Chess.com,Others,Others,Others,1400,5,1
8/1/2018,iRacing.com,Others,Others,Others,1157.1,3,1
8/1/2018,Guns of Boom,Others,Others,Others,1075,4,2
8/1/2018,Under Night In-Birth EXE: Late[st],Others,Others,Others,1050,3,1
8/1/2018,Lichess,Others,Others,Others,1000,5,1
8/1/2018,StarCraft: Remastered,Others,Others,Others,877.95,4,2
8/1/2018,Pokkén Tournament DX,Others,Others,Others,770,4,1
8/1/2018,osu!,Others,Others,Others,500,4,1
8/1/2018,Quake Live,Others,Others,Others,500,2,1
8/1/2018,QuakeWorld,Others,Others,Others,475.28,3,2
8/1/2018,TrackMania 2: Stadium,Others,Others,Others,457.4,8,2
8/1/2018,Age of Empires Online,Others,Others,Others,448,6,1
8/1/2018,Sailor Moon S,Others,Others,Others,320,4,1
8/1/2018,Street Fighter X Tekken,Others,Others,Others,300,3,1
8/1/2018,rFactor 2,Others,Others,Others,100,1,1
8/1/2018,Clash Royale,Others,Others,Others,0,3,1
9/1/2018,Fortnite,Fortnite,Fortnite,Top 10 Customers,2865985.77,250,24
9/1/2018,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,2404804.8,789,72
9/1/2018,League of Legends,League of Legends,League of Legends,Top 10 Customers,1991541.98,761,20
9/1/2018,Overwatch,Others,Others,Others,1169777.84,559,12
9/1/2018,Heroes of the Storm,Others,Others,Others,1071180.8,149,6
9/1/2018,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,Top 10 Customers,680320.66,340,10
9/1/2018,Hearthstone,Others,Others,Others,387854.69,249,12
9/1/2018,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,330797.83,155,54
9/1/2018,Gears of War 4,Others,Others,Others,250000,19,1
9/1/2018,Gwent,Others,Others,Others,200000,13,2
9/1/2018,Call of Duty: WWII,Others,Others,Others,177740,8,2
9/1/2018,Halo 5: Guardians,Others,Others,Others,139000,32,3
9/1/2018,Blade & Soul,Others,Others,Others,116912.09,24,1
9/1/2018,Street Fighter V: Arcade Edition,Others,Others,Others,109600.12,38,9
9/1/2018,World of WarCraft,Others,Others,Others,96000,77,6
9/1/2018,Point Blank,Others,Others,Others,87102.7,35,2
9/1/2018,Rainbow Six Siege,Rainbow Six Siege,Rainbow Six Siege,Top 10 Customers,82439.86,169,9
9/1/2018,StarCraft: Remastered,Others,Others,Others,77038.81,29,5
9/1/2018,Forza Motorsport 7,Others,Others,Others,75000,12,1
9/1/2018,Onward,Others,Others,Others,60000,21,1
9/1/2018,Zula,Others,Others,Others,60000,20,1
9/1/2018,Battalion 1944,Others,Others,Others,50000,15,1
9/1/2018,Warface,Others,Others,Others,46060,20,1
9/1/2018,Echo Arena,Others,Others,Others,38000,12,1
9/1/2018,Dota 2,Dota 2,Dota 2,Top 10 Customers,37146,113,10
9/1/2018,Rocket League,Rocket League,Rocket League,Top 10 Customers,36824.39,161,33
9/1/2018,Old School Runescape,Others,Others,Others,32000,4,1
9/1/2018,FIFA Online 4,Others,Others,Others,30333.67,16,1
9/1/2018,Brawlhalla,Others,Others,Others,26808,62,13
9/1/2018,Arena of Valor,Arena of Valor,Arena of Valor,Top 10 Customers,24074.01,61,4
9/1/2018,Tekken 7,Others,Others,Others,20254.78,18,6
9/1/2018,SMITE,Others,Others,Others,20000,16,1
9/1/2018,Super Smash Bros. Melee,Others,Others,Others,19645,32,6
9/1/2018,iRacing.com,Others,Others,Others,19215,18,2
9/1/2018,WarCraft III,Others,Others,Others,18906.16,25,7
9/1/2018,Super Smash Bros. for Wii U,Others,Others,Others,16991.41,55,14
9/1/2018,Dragon Ball FighterZ,Others,Others,Others,13110,21,4
9/1/2018,Quake Champions,Others,Others,Others,12933.7,59,23
9/1/2018,Sprint Vector,Others,Others,Others,11750,8,1
9/1/2018,Paladins,Others,Others,Others,10500,63,3
9/1/2018,Gran Turismo Sport,Others,Others,Others,10080,10,1
9/1/2018,Attack on Titan Tribute Game,Others,Others,Others,10000,8,1
9/1/2018,Injustice 2,Others,Others,Others,10000,8,1
9/1/2018,Mobile Legends: Bang Bang,Others,Others,Others,10000,47,1
9/1/2018,The Unspoken,Others,Others,Others,8250,4,1
9/1/2018,Age of Empires II,Others,Others,Others,6094.38,28,9
9/1/2018,Battlefield 4,Others,Others,Others,5750.49,20,1
9/1/2018,Company of Heroes 2,Others,Others,Others,4400,8,1
9/1/2018,TrackMania 2: Stadium,Others,Others,Others,3594.67,11,3
9/1/2018,BlazBlue: Cross Tag Battle,Others,Others,Others,3240,8,1
9/1/2018,Under Night In-Birth EXE: Late[st],Others,Others,Others,3030,11,2
9/1/2018,Guilty Gear Xrd REV 2,Others,Others,Others,2490,11,2
9/1/2018,BlazBlue: Central Fiction,Others,Others,Others,1650,11,2
9/1/2018,Lichess,Others,Others,Others,1500,5,1
9/1/2018,Chess.com,Others,Others,Others,1400,5,1
9/1/2018,Fighting EX Layer,Others,Others,Others,970,6,2
9/1/2018,Soul Calibur VI,Others,Others,Others,810,3,1
9/1/2018,Guns of Boom,Others,Others,Others,700,4,1
9/1/2018,Marvel vs. Capcom: Infinite,Others,Others,Others,680,6,2
9/1/2018,Koihime Enbu,Others,Others,Others,590,3,1
9/1/2018,Skullgirls 2nd Encore,Others,Others,Others,570,3,1
9/1/2018,ARMS,Others,Others,Others,563,16,7
9/1/2018,Melty Blood: Actress Again Current Code,Others,Others,Others,500,3,1
9/1/2018,Guilty Gear XX Accent Core Plus R,Others,Others,Others,440,3,1
9/1/2018,SNK Heroines: Tag Team Frenzy,Others,Others,Others,430,3,1
9/1/2018,Sailor Moon S,Others,Others,Others,400,3,1
9/1/2018,Project M,Others,Others,Others,371.65,12,4
9/1/2018,Windjammers,Others,Others,Others,320,3,1
9/1/2018,Age of Mythology,Others,Others,Others,315,7,2
9/1/2018,Street Fighter Alpha 2,Others,Others,Others,300,3,1
9/1/2018,Street Fighter Alpha 3,Others,Others,Others,300,3,1
9/1/2018,Super Smash Bros.,Others,Others,Others,278.16,6,2
9/1/2018,Vampire Savior,Others,Others,Others,250,3,1
9/1/2018,Dead or Alive 5: Last Round,Others,Others,Others,240,3,1
9/1/2018,TrackMania Nations Forever,Others,Others,Others,235.2,3,1
9/1/2018,Pokkén Tournament DX,Others,Others,Others,230,3,1
9/1/2018,Catherine,Others,Others,Others,210,3,1
9/1/2018,Super Street Fighter II Turbo,Others,Others,Others,210,3,1
9/1/2018,Street Fighter X Tekken,Others,Others,Others,200,3,1
9/1/2018,King of Fighters XIV,Others,Others,Others,170,3,1
9/1/2018,Arcana Heart 3: Love Max Six Stars!!!!!,Others,Others,Others,160,3,1
9/1/2018,Street Fighter III: 3rd Strike,Others,Others,Others,160,3,1
9/1/2018,Age of Empires III,Others,Others,Others,50,1,1
9/1/2018,Call of Duty: Black Ops 4,Others,Others,Others,0,0,1
9/1/2018,Pro Evolution Soccer 2018,Others,Others,Others,0,6,1
10/1/2018,Fortnite,Fortnite,Fortnite,Top 10 Customers,8898886.68,713,37
10/1/2018,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,1381294.21,1043,78
10/1/2018,Dota 2,Dota 2,Dota 2,Top 10 Customers,1108581.5,465,33
10/1/2018,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,Top 10 Customers,765006.19,401,14
10/1/2018,Rocket League,Rocket League,Rocket League,Top 10 Customers,657729.76,311,36
10/1/2018,Hearthstone,Others,Others,Others,536470.92,100,10
10/1/2018,CrossFire,Others,Others,Others,534058,71,2
10/1/2018,CrossFire Mobile,Others,Others,Others,476333.24,57,1
10/1/2018,Heroes of the Storm,Others,Others,Others,425000,40,1
10/1/2018,Clash Royale,Others,Others,Others,406761.68,58,3
10/1/2018,Arena of Valor,Arena of Valor,Arena of Valor,Top 10 Customers,295192.4,112,3
10/1/2018,Call of Duty: Blackout,Others,Others,Others,275000,23,3
10/1/2018,Rainbow Six Siege,Rainbow Six Siege,Rainbow Six Siege,Top 10 Customers,174396.44,197,11
10/1/2018,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,Top 10 Customers,170069.08,60,4
10/1/2018,League of Legends,League of Legends,League of Legends,Top 10 Customers,142122.31,318,15
10/1/2018,Forza Motorsport 7,Others,Others,Others,100000,24,1
10/1/2018,Mobile Legends: Bang Bang,Others,Others,Others,92400,59,1
10/1/2018,StarCraft: Remastered,Others,Others,Others,82274.63,40,4
10/1/2018,iRacing.com,Others,Others,Others,79992,44,5
10/1/2018,Street Fighter V: Arcade Edition,Others,Others,Others,72127.72,32,6
10/1/2018,Quake Champions,Others,Others,Others,62754.87,24,8
10/1/2018,FIFA 19,Others,Others,Others,61318.69,26,5
10/1/2018,Overwatch,Others,Others,Others,47343.89,248,9
10/1/2018,Summoners War: Sky Arena,Others,Others,Others,40000,2,1
10/1/2018,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,39966.41,112,48
10/1/2018,Attack on Titan Tribute Game,Others,Others,Others,36000,24,1
10/1/2018,Tekken 7,Others,Others,Others,25629.16,21,6
10/1/2018,Gwent,Others,Others,Others,25000,8,1
10/1/2018,Paladins,Others,Others,Others,24500,79,4
10/1/2018,World of WarCraft,Others,Others,Others,20000,24,2
10/1/2018,Super Smash Bros. Melee,Others,Others,Others,17944.1,43,7
10/1/2018,Project Cars 2,Others,Others,Others,16800,6,1
10/1/2018,Brawlhalla,Others,Others,Others,16700,78,14
10/1/2018,Assetto Corsa,Others,Others,Others,15000,8,1
10/1/2018,Dragon Ball FighterZ,Others,Others,Others,13530,14,3
10/1/2018,World of Tanks Blitz,Others,Others,Others,10000,0,1
10/1/2018,Heroes of Newerth,Others,Others,Others,9123.59,5,1
10/1/2018,Call of Duty: Black Ops 4,Others,Others,Others,9085,40,6
10/1/2018,Halo 5: Guardians,Others,Others,Others,8000,19,4
10/1/2018,WarCraft III,Others,Others,Others,7756.32,18,3
10/1/2018,Age of Empires II,Others,Others,Others,7276.64,37,7
10/1/2018,King of Fighters XIV,Others,Others,Others,7000,2,1
10/1/2018,TrackMania 2: Stadium,Others,Others,Others,6614.53,17,4
10/1/2018,Super Smash Bros. for Wii U,Others,Others,Others,6391.08,40,14
10/1/2018,rFactor 2,Others,Others,Others,4752.26,29,1
10/1/2018,FIFA Online 4,Others,Others,Others,4285.21,4,1
10/1/2018,Call of Duty: WWII,Others,Others,Others,3898.1,12,1
10/1/2018,NHL 19,Others,Others,Others,2500,1,1
10/1/2018,Archangel Hellfire,Others,Others,Others,2000,8,2
10/1/2018,osu!,Others,Others,Others,1620,18,1
10/1/2018,Age of Empires III,Others,Others,Others,1500,4,1
10/1/2018,Tetris,Others,Others,Others,1500,2,1
10/1/2018,Chess.com,Others,Others,Others,1400,13,1
10/1/2018,Injustice 2,Others,Others,Others,1272.59,7,2
10/1/2018,Lichess,Others,Others,Others,1225,7,2
10/1/2018,Guns of Boom,Others,Others,Others,1175,4,3
10/1/2018,Soul Calibur VI,Others,Others,Others,1110,3,1
10/1/2018,Super Smash Bros.,Others,Others,Others,1060,15,2
10/1/2018,Black Squad,Others,Others,Others,1035.48,26,4
10/1/2018,Sailor Moon S,Others,Others,Others,763,3,1
10/1/2018,BlazBlue: Cross Tag Battle,Others,Others,Others,560,3,1
10/1/2018,Guilty Gear Xrd REV 2,Others,Others,Others,550,3,1
10/1/2018,Super Street Fighter II Turbo,Others,Others,Others,250,3,1
10/1/2018,Street Fighter Alpha 2,Others,Others,Others,230,3,1
10/1/2018,Street Fighter III: 3rd Strike,Others,Others,Others,200,3,1
10/1/2018,Marvel vs. Capcom: Infinite,Others,Others,Others,190,3,1
10/1/2018,Fighting EX Layer,Others,Others,Others,180,3,1
10/1/2018,Street Fighter EX2 Plus,Others,Others,Others,160,3,1
10/1/2018,Capcom vs. SNK 2,Others,Others,Others,150,3,1
10/1/2018,ARMS,Others,Others,Others,130,5,2
10/1/2018,Vampire Savior,Others,Others,Others,110,3,1
10/1/2018,Artifact Classic,Others,Others,Others,100,2,1
11/1/2018,League of Legends,League of Legends,League of Legends,Top 10 Customers,6681323.04,367,16
11/1/2018,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,2523397.78,999,168
11/1/2018,Dota 2,Dota 2,Dota 2,Top 10 Customers,1435905.88,291,16
11/1/2018,Heroes of the Storm,Others,Others,Others,1000000,60,2
11/1/2018,SMITE,Others,Others,Others,835000,50,2
11/1/2018,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,766473.9,74,33
11/1/2018,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,Top 10 Customers,669205.61,311,17
11/1/2018,Rocket League,Rocket League,Rocket League,Top 10 Customers,536931.39,227,46
11/1/2018,Hearthstone,Others,Others,Others,440932.77,220,9
11/1/2018,Arena of Valor,Arena of Valor,Arena of Valor,Top 10 Customers,385350.82,210,5
11/1/2018,Halo 5: Guardians,Others,Others,Others,304000,48,3
11/1/2018,Paladins,Others,Others,Others,300000,41,1
11/1/2018,World of WarCraft,Others,Others,Others,280000,48,1
11/1/2018,FIFA Online 4,Others,Others,Others,240000,36,1
11/1/2018,Clash Royale,Others,Others,Others,230000,39,2
11/1/2018,Rainbow Six Siege,Rainbow Six Siege,Rainbow Six Siege,Top 10 Customers,228652.28,180,10
11/1/2018,F1 2018,Others,Others,Others,200000,21,1
11/1/2018,Fortnite,Fortnite,Fortnite,Top 10 Customers,167586.1,153,23
11/1/2018,Overwatch,Others,Others,Others,143008,119,2
11/1/2018,Attack on Titan Tribute Game,Others,Others,Others,139750,33,4
11/1/2018,Point Blank,Others,Others,Others,105697.19,49,2
11/1/2018,Brawlhalla,Others,Others,Others,101150,62,9
11/1/2018,Mobile Legends: Bang Bang,Others,Others,Others,100400,57,1
11/1/2018,Gears of War 4,Others,Others,Others,100000,5,1
11/1/2018,Guns of Boom,Others,Others,Others,100000,4,1
11/1/2018,Injustice 2,Others,Others,Others,100000,16,1
11/1/2018,Super Smash Bros. Melee,Others,Others,Others,79751.2,31,5
11/1/2018,Street Fighter V: Arcade Edition,Others,Others,Others,73838,38,6
11/1/2018,CrossFire,Others,Others,Others,58055.2,70,2
11/1/2018,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,Top 10 Customers,45000,12,1
11/1/2018,Old School Runescape,Others,Others,Others,28500,8,1
11/1/2018,Call of Duty: Black Ops 4,Others,Others,Others,27886.95,74,14
11/1/2018,FIFA 19,Others,Others,Others,27299.52,13,5
